scenario,label,metric,low_var,high_var,low_t1,high_t1,diff_t1,low_t4,high_t4,diff_t4,low_t8,high_t8,diff_t8,low_t12,high_t12,diff_t12
scenario_03_transfer_buffer,Central transfer buffer,Inflation,pinf1,pinf2,-0.00450837079089261,-0.00454520692529958,-3.68361344069701e-05,-0.00143346614360651,-0.00143350398193143,-3.78383249177716e-08,-0.000273399310206646,-0.000265820138801498,7.57917140514763e-06,-1.67048090072841e-05,-1.20774613943109e-05,4.62734761297323e-06
scenario_04_risk_and_transfer,Risk premium plus transfer buffer,Local bond rate,rb1,rb2,-0.000193321736662533,0.000128103522022416,0.000321425258684949,-0.00131046229767251,-0.000454030219133594,0.000856432078538916,-0.000945820373123851,-0.000748686226014428,0.000197134147109423,-0.000167962813024003,-0.00053284557203348,-0.000364882759009477
scenario_04_risk_and_transfer,Risk premium plus transfer buffer,Central transfer,z1,z2,0.00584302416161774,0.00640945755196823,0.000566433390350493,0.00244910375699665,0.0047532022509383,0.00230409849394164,-0.00255065251568656,-0.000937748440347247,0.00161290407533932,-0.00169814791170869,-0.0022276388251309,-0.000529490913422206
scenario_04_risk_and_transfer,Risk premium plus transfer buffer,Debt service pressure,ds1,ds2,0.00177733602894066,0.00446649854974576,0.0026891625208051,1.48482795154338e-05,0.0010068682574565,0.000992019977941068,-0.000457540099004039,-0.000655435988383121,-0.000197895889379082,-0.000193699655466808,-0.000790998424202069,-0.00059729876873526
scenario_04_risk_and_transfer,Risk premium plus transfer buffer,Fiscal space,fs1,fs2,0.00351194779785187,0.00137665568827104,-0.00213529210958083,0.00214867355253287,0.00347256350052451,0.00132388994799164,-0.00227501058350307,-0.000430017392546916,0.00184499319095616,-0.00156576031194085,-0.00151369390662268,5.20664053181713e-05
scenario_04_risk_and_transfer,Risk premium plus transfer buffer,Public investment,ig1,ig2,0.000703107313515444,0.000491412253966955,-0.000211695059548489,0.000841999284350969,0.000878193935527349,3.619465117638e-05,-0.000661230714183669,-0.000424261802568493,0.000236968911615176,-0.000438255764198037,-0.000580977775699543,-0.000142722011501506
scenario_04_risk_and_transfer,Risk premium plus transfer buffer,Public capital,kg1,kg2,0.000703107313515527,0.000491412253966761,-0.000211695059548767,0.00379269571923935,0.00329202075852786,-0.000500674960711489,0.0025363629107944,0.00300418852625217,0.000467825615457773,-4.9597869976381e-05,0.000375736601140098,0.000425334471116479
scenario_04_risk_and_transfer,Risk premium plus transfer buffer,Intermediate output,ym1,ym2,-0.00359141279459751,-0.00373702379275476,-0.000145610998157242,-0.00182523121688249,-0.00183226290684502,-7.03168996252224e-06,-0.001123718295584,-0.00102796081852086,9.57574770631409e-05,-0.000423517388442707,-0.000483646620109468,-6.01292316667612e-05
scenario_04_risk_and_transfer,Risk premium plus transfer buffer,Final output,y1,y2,-0.00355053712096465,-0.00377789946638762,-0.000227362345422977,-0.00183112762758364,-0.00182636649614376,4.76113143987877e-06,-0.00116631596601269,-0.000985363148092167,0.000180952817920521,-0.00039312781827705,-0.000514036190275124,-0.000120908371998074
scenario_04_risk_and_transfer,Risk premium plus transfer buffer,Private investment,inv1,inv2,-0.00151039186280394,-0.00151309307314207,-2.70121033812964e-06,-0.00197278124541728,-0.00200114796932727,-2.83667239099894e-05,-0.000407020914624079,-0.000462076066609751,-5.50551519856723e-05,0.000184417721886265,0.000204028432179315,1.96107102930498e-05
