scenario,label,debt_ratio,metric,horizon,low_irf,high_irf,diff_irf
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,7,-0.000202833104224531,-0.000203837295424281,-1.00419119974937e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,8,-2.4538509016736e-05,-2.66245055468017e-05,-2.08599653006569e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,9,8.1661897084695e-05,7.91638287009899e-05,-2.49806838370503e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,10,0.00013807486530526,0.00013653648345846,-1.53838184679955e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,11,0.000162787466651659,0.000163706227577221,9.18760925561202e-07
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,12,0.000169406568554908,0.000173977294128491,4.57072557358273e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,13,0.000167359311510129,0.000176236038680111,8.87672716998189e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,14,0.000162551385675336,0.00017578552629427,1.3234140618934e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,15,0.000158184454881694,0.000175294838833162,1.71103839514686e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,16,0.000155574790470236,0.000175695346484428,2.01205560141915e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,17,0.000154869058228702,0.000176924200681494,2.20551424527926e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,18,0.0001556048257918,0.000178474600833978,2.2869775042178e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,19,0.000157104355661408,0.000179755844789353,2.2651489127945e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,20,0.000158717712482881,0.000180292548596528,2.1574836113647e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,21,0.000159945841382791,0.00017980402373019,1.98581823473987e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,22,0.000160478703608247,0.000178205561077061,1.77268574688139e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,23,0.000160181081254374,0.000175567469856031,1.5386388601657e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,24,0.000159052395849235,0.000172058756462423,1.30063606131881e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,25,0.000157179302616495,0.000167892949897164,1.0713647280669e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,26,0.000154692612621021,0.000163285427966064,8.59281534504319e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,27,0.000151734205043885,0.000158425447171595,6.69124212770988e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,28,0.000148435374903055,0.000153462066580845,5.02669167778969e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,29,0.000144905464103173,0.000148501021061342,3.59555695816915e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,30,0.000141228361184798,0.000143608889319635,2.38052813483769e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,31,0.000137464152662581,0.000138821124907818,1.35697224523668e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,32,0.000133653498301634,0.000134151237986213,4.97739684579557e-07
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,33,0.000129822878511598,0.000129599299613314,-2.2357889828406e-07
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,34,0.000125989503599655,0.000125158770061695,-8.30733537959816e-07
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,35,0.000122165245675765,0.000120821311138553,-1.34393453721238e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,36,0.000118359388746825,0.000116579690583984,-1.7796981628404e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,37,0.000114580276238119,0.000112429136735148,-2.15113950297052e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,38,0.000110836084686872,0.000108367593875558,-2.46849081131373e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,39,0.000107134999780545,0.000104395312593208,-2.73968718733641e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,40,0.000103485051768271,0.000100514131908813,-2.97091985945741e-06
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,1,0.00169438001373353,0.00518527107058409,0.00349089105685056
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,2,0.00126571915274497,0.00388543323678427,0.0026197140840393
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,3,0.000773153494299071,0.00240919236002842,0.00163603886572935
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,4,0.000335532272069457,0.00112054679631742,0.000785014524247963
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,5,5.53897438751796e-06,0.000173105143649528,0.00016756616926201
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,6,-0.000206659216286507,-0.000412485495638428,-0.000205826279351921
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,7,-0.000315379606956622,-0.000689662923600161,-0.000374283316643539
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,8,-0.000346037769547155,-0.000742949802521008,-0.000396912032973853
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,9,-0.000326019620026888,-0.000659391238224349,-0.000333371618197461
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,10,-0.000279264528219865,-0.000512307451378579,-0.000233042923158713
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,11,-0.000223782000342789,-0.000354532328635729,-0.00013075032829294
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,12,-0.000171228311923645,-0.000218104138856387,-4.68758269327419e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,13,-0.000127722128578141,-0.00011765587988944,1.00662486887011e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,14,-9.52303220893968e-05,-5.53322752092234e-05,3.98980468801734e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,15,-7.30483561790941e-05,-2.57410317818976e-05,4.73073243971965e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,16,-5.90877504842392e-05,-2.00810168727219e-05,3.90067336115173e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,17,-5.08383650622331e-05,-2.90963475509561e-05,2.17420175112771e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,18,-4.59841670076878e-05,-4.48542250866251e-05,1.12994192106274e-06
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,19,-4.27182500434727e-05,-6.1544601803052e-05,-1.88263517595794e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,20,-3.98336691542385e-05,-7.55811702225339e-05,-3.57475010682954e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,21,-3.66714645676294e-05,-8.52826584141382e-05,-4.86111938465088e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,22,-3.2996357583511e-05,-9.03659713977524e-05,-5.73696138142414e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,23,-2.88525317538287e-05,-9.14163194563854e-05,-6.25637877025567e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,24,-2.44327630250802e-05,-8.94333881832285e-05,-6.50006251581483e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,25,-1.99776103514716e-05,-8.54978500912668e-05,-6.55202397397952e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,26,-1.57090974164664e-05,-8.05635155920643e-05,-6.48544181755979e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,27,-1.17955480334947e-05,-7.53570584091107e-05,-6.35615103756161e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,28,-8.34036195260842e-06,-7.03568255910978e-05,-6.20164636384894e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,29,-5.38652340441054e-06,-6.58210214290848e-05,-6.04344980246743e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,30,-2.92945727817587e-06,-6.18398394677706e-05,-5.89103821895948e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,31,-9.32571271237276e-07,-5.83928524939461e-05,-5.74602812227088e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,32,6.58230044083344e-07,-5.53999863586105e-05,-5.60582164026938e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,33,1.90302695209175e-06,-5.2760403284181e-05,-5.46634302362728e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,34,2.85999445717808e-06,-5.03780284202022e-05,-5.32380228773803e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,35,3.58089883272482e-06,-4.81752058937666e-05,-5.17561047264914e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,36,4.10927818392508e-06,-4.60973085685858e-05,-5.02065867525108e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,37,4.48045777854712e-06,-4.41114252831103e-05,-4.85918830616574e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,38,4.72260961234885e-06,-4.22019010677538e-05,-4.69245106801026e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,39,4.85823223061923e-06,-4.03648430721808e-05,-4.52230753028001e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Debt service pressure,40,4.90562709043376e-06,-3.86029721074783e-05,-4.3508599197912e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,1,-0.00123259726280425,-0.00160488234082459,-0.00037228507802034
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,2,-0.00253319809461656,-0.00309807710906364,-0.000564879014447073
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,3,-0.00341146029281868,-0.00403368042530172,-0.000622220132483045
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,4,-0.00371210835984176,-0.00431678688241874,-0.000604678522576979
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,5,-0.0034834490263061,-0.00404885231893866,-0.000565403292632563
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,6,-0.00287560662536633,-0.0034158765797716,-0.000540269954405273
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,7,-0.00206555329163609,-0.00261189912218236,-0.000546345830546274
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,8,-0.00121063073219674,-0.00179581329810329,-0.000585182565906547
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,9,-0.000426187576521922,-0.00107430450007784,-0.000648116923555916
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,10,0.000219368621395669,-0.000502287313589561,-0.00072165593498523
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,11,0.00069887420970724,-9.29688497007947e-05,-0.000791843059408034
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,12,0.00101570334860025,0.000168542855390558,-0.000847160493209695
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,13,0.00119209152608066,0.000312111318602246,-0.000879980207478412
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,14,0.00125894029868408,0.000372100900815811,-0.000886839397868266
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,15,0.00124824108428227,0.000380320425949154,-0.000867920658333118
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,16,0.00118831748756344,0.000362206312108815,-0.000826111175454627
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,17,0.00110151825986966,0.000335572756491223,-0.00076594550337844
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,18,0.00100373215623961,0.000311090745529333,-0.000692641410710279
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,19,0.000905053695533245,0.000293708975871762,-0.000611344719661483
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,20,0.000811018365718619,0.000284395901419127,-0.000526622464299492
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,21,0.000723975488274631,0.000281785209972227,-0.000442190278302404
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,22,0.000644325729874481,0.000283496334659572,-0.000360829395214909
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,23,0.000571487432066115,0.000287050466378475,-0.00028443696568764
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,24,0.000504557608037234,0.000290402600335068,-0.000214155007702166
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,25,0.000442697653748853,0.000292164962330879,-0.000150532691417973
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,26,0.000385305724449364,0.000291616471683798,-9.36892527655664e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,27,0.000332045748195217,0.000288588366868583,-4.34573813266337e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,28,0.000282796026749355,0.0002832985204725,5.02493723145148e-07
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,29,0.000237565909034121,0.000276184737245236,3.8618828211115e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,30,0.000196412718893632,0.000267766122446472,7.13534035528401e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,31,0.000159376497364555,0.000258544529490964,9.91680321264093e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,32,0.000126438912327415,0.000248946249039358,0.000122507336711944
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,33,9.75053118707492e-05,0.000239297249226555,0.000141791937355806
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,34,7.24049448456582e-05,0.000229822447666658,0.000157417502821
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,35,5.09030329473303e-05,0.000220659458127215,0.000169756425179884
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,36,3.27187493658898e-05,0.000211878831755552,0.000179160082389662
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,37,1.75444346320885e-05,0.000203505056706021,0.000185960622073933
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,38,5.06294837020194e-06,0.000195534833561481,0.000190471885191279
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,39,-5.03848239212512e-06,0.0001879510268636,0.000192989509255725
debt_intensity_b120,B2/Y2 = 120%,1.2,Public investment,40,-1.30584108969795e-05,0.000180732048359417,0.000193790459256396
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,1,-0.00123259726280445,-0.00160488234082479,-0.00037228507802034
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,2,-0.00373498042585085,-0.00466283739136752,-0.000927856965516671
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,3,-0.00705306620802304,-0.00857994688188501,-0.00152688067386197
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,4,-0.0105888479126643,-0.0126822350922566,-0.00209338717959229
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,5,-0.0138075757411538,-0.016414031533889,-0.00260645579273522
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,6,-0.0163379929729914,-0.0194195573253131,-0.00308156435232165
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,7,-0.0179950964403024,-0.021545967514363,-0.0035508710740606
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,8,-0.0187558497614919,-0.0228031316246069,-0.00404728186311498
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,9,-0.0187131410939765,-0.0233073578340699,-0.00459421674009342
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,10,-0.0180259439452315,-0.0232269612018077,-0.00520101725657618
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,11,-0.0168764211368932,-0.0227392560214632,-0.00586283488456996
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,12,-0.0154388072598706,-0.0220022317655362,-0.0065634245056656
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,13,-0.0138607455522934,-0.0211400646527955,-0.00727931910050206
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,14,-0.0122552866148018,-0.0202394621356601,-0.00798417552085828
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,15,-0.0107006633651494,-0.0193531551563195,-0.00865249179117011
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,16,-0.00924482929345727,-0.0185071199653026,-0.00926229067184536
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,17,-0.00791219030125134,-0.0177088692096787,-0.00979667890842739
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,18,-0.00671065338748011,-0.0169550567339076,-0.0102444033464275
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,19,-0.0056378333572602,-0.016237471339688,-0.0105996379824278
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,20,-0.00468586915760971,-0.0155471386547767,-0.010861269497167
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,21,-0.00384474694039483,-0.014876674978435,-0.0110319280380402
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,22,-0.00310430253701055,-0.0142212617693147,-0.0111169592323042
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,23,-0.0024552075415194,-0.0135786797587034,-0.011123472217184
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,24,-0.00188926974494397,-0.0129488101644006,-0.0110595404194567
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,25,-0.00139934034757161,-0.0123329249479598,-0.0109335846003882
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,26,-0.00097905111443275,-0.0117329853525772,-0.0107539342381444
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,27,-0.000622529088376567,-0.0111510723518942,-0.0105285432635176
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,28,-0.000324169834418075,-0.0105889970226243,-0.0102648271882062
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,29,-7.84996795233361e-05,-0.0100480873598134,-0.0099695876802901
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,30,0.000119875531358282,-0.00952911905337173,-0.00964899458473001
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,31,0.000276255140438941,-0.00903234654754614,-0.00930860168798509
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,32,0.000395787674255299,-0.00855759163481817,-0.00895337930907347
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,33,0.000483398294270021,-0.00810435459472147,-0.0085877528889915
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,34,0.00054371828175892,-0.00767192328218647,-0.00821564156394539
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,35,0.000581028357661939,-0.00725946574200487,-0.00784049409966681
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,36,0.000599221398086325,-0.00686610026669898,-0.00746532166478531
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,37,0.000601785297766444,-0.00649094270332551,-0.00709272800109195
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,38,0.000591803613692488,-0.0061331343021811,-0.00672493791587359
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,39,0.000571970040958103,-0.00579185491776268,-0.00636382495872079
debt_intensity_b120,B2/Y2 = 120%,1.2,Public capital,40,0.000544612379037357,-0.00546632649645939,-0.00601093887549675
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,1,-0.00363539883034125,-0.00403516708829499,-0.000399768257953736
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,2,-0.00401504841012967,-0.00460224532577813,-0.000587196915648458
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,3,-0.00399244383235153,-0.00461630206329999,-0.00062385823094846
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,4,-0.00361920625080148,-0.00420031874814342,-0.00058111249734194
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,5,-0.00301202366066611,-0.003529346096663,-0.000517322435996892
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,6,-0.0023013176939769,-0.00277090939686409,-0.000469591702887184
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,7,-0.00159865401763581,-0.00205288629435452,-0.000454232276718702
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,8,-0.000981689646124995,-0.00145333815683679,-0.000471648510711797
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,9,-0.000492005999566891,-0.00100460709255301,-0.00051260109298612
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,10,-0.000140662813891579,-0.000704620258358601,-0.000563957444467023
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,11,8.28712257547881e-05,-0.000530109190024164,-0.000612980415778952
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,12,0.000201472655600332,-0.000448428389217326,-0.000649901044817658
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,13,0.000242592089147564,-0.000426366178687188,-0.000668958267834752
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,14,0.000232715907992453,-0.000435588210392024,-0.000668304118384477
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,15,0.000194103415189328,-0.000455120564018086,-0.000649223979207414
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,16,0.000143428540588131,-0.000471640257273642,-0.000615068797861773
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,17,9.17834775699955e-05,-0.000478409499569898,-0.000570192977139894
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,18,4.54965437055588e-05,-0.00047358090316818,-0.000519077446873739
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,19,7.307195624362e-06,-0.000458409860855213,-0.000465717056479575
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,20,-2.24290145598438e-05,-0.000435705937215092,-0.000413276922655248
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,21,-4.4702497294824e-05,-0.000408678728055611,-0.000363976230760787
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,22,-6.10672165450854e-05,-0.000380203978473159,-0.000319136761928074
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,23,-7.3124725749163e-05,-0.000352455487251158,-0.000279330761501995
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,24,-8.22387403925928e-05,-0.00032681048668981,-0.000244571746297217
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,25,-8.94230898117465e-05,-0.000303929465891306,-0.00021450637607956
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,26,-9.53429202541489e-05,-0.000283923946938991,-0.000188581026684842
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,27,-0.00010037707377164,-0.000266547383379057,-0.000166170309607416
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,28,-0.000104702630323694,-0.000251367700701666,-0.000146665070377971
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,29,-0.00010837638343586,-0.000237900441485417,-0.000129524058049557
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,30,-0.000111399940953216,-0.000225696831409605,-0.000114296890456389
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,31,-0.000113764032251717,-0.000214390930822428,-0.00010062689857071
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,32,-0.000115473297595869,-0.000203715057366827,-8.82417597709573e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,33,-0.000116555773307936,-0.000193494055201193,-7.69382818932574e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,34,-0.00011706217878904,-0.00018362804307881,-6.65658642897693e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,35,-0.000117059704958344,-0.000174071135985998,-5.70114310276537e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,36,-0.000116623940251248,-0.000164811160510148,-4.81872202588995e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,37,-0.000115831324119187,-0.00015585312423072,-4.00218001115338e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,38,-0.000114753387703281,-0.000147207437312002,-3.24540496087211e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,39,-0.000113453175490941,-0.000138882701019138,-2.54295255281978e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Final output,40,-0.000111983678266592,-0.000130882223864037,-1.88985455974455e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,1,-0.00185791211890329,-0.00186438942785694,-6.47730895364518e-06
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,2,-0.00102706804197017,-0.0010274437899751,-3.75748004932674e-07
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,3,-0.000479835495721948,-0.000469867678396407,9.9678173255402e-06
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,4,-0.000178001405944039,-0.000158586628275836,1.9414777668203e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,5,-5.80361702477994e-05,-3.23531906153418e-05,2.56829796324576e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,6,-5.42396517427823e-05,-2.5806919685456e-05,2.84327320573263e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,7,-0.000110957929900901,-8.2612454442299e-05,2.83454754586021e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,8,-0.000187448893600672,-0.000161024616967764,2.64242766329081e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,9,-0.000258074265110153,-0.000234506630818143,2.35676342920099e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,10,-0.000309899467128227,-0.000289519404611749,2.03800625164785e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,11,-0.00033924002070651,-0.000322091119768553,1.71489009379577e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,12,-0.000348182336132985,-0.000334267941883071,1.39143942499143e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,13,-0.000341663735691777,-0.000331089860033607,1.05738756581708e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,14,-0.00032535236902087,-0.000318371958645147,6.98041037572317e-06
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,15,-0.000304332394609141,-0.000301317368336051,3.01502627308992e-06
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,16,-0.000282464418715933,-0.000283838067549058,-1.37364883312507e-06
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,17,-0.000262235157981072,-0.000268394120665927,-6.15896268485461e-06
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,18,-0.000244909028852769,-0.000256155863078145,-1.12468342253758e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,19,-0.000230824737430968,-0.000247322742246481,-1.64980048155128e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,20,-0.000219723415838868,-0.00024147715155276,-2.17537357138919e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,21,-0.000211038598815882,-0.000237897635811946,-2.68590369960631e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,22,-0.000204114944130529,-0.000235794991935823,-3.16800478052937e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,23,-0.000198349009518539,-0.000234463403209095,-3.61143936905561e-05
debt_intensity_b120,B2/Y2 = 120%,1.2,Consumption,24,-0.000193261555371582,-0.000233356504387827,-4.0094949016245e-05
