scenario,label,debt_ratio,metric,horizon,low_irf,high_irf,diff_irf
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,29,0.000152574044512077,0.000152574044512077,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,30,0.00014847451565192,0.00014847451565192,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,31,0.000144325647809085,0.000144325647809085,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,32,0.000140174964366802,0.000140174964366802,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,33,0.000136051397187309,0.000136051397187309,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,34,0.000131971602362446,0.000131971602362446,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,35,0.000127945128026274,0.000127945128026274,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,36,0.000123978140447178,0.000123978140447178,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,37,0.000120075757310101,0.000120075757310101,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,38,0.000116243232824109,0.000116243232824109,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,39,0.000112486316911076,0.000112486316911076,0
debt_intensity_b040,B2/Y2 = 40%,0.4,Inflation,40,0.000108811106109163,0.000108811106109163,0
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,1,0.0017214467525849,0.0034793218697673,0.0017578751171824
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,2,0.00128075837952245,0.00259516776307041,0.00131440938354796
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,3,0.000784319751787547,0.00160898472371053,0.000824664971922982
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,4,0.000344410844977537,0.000746709967221766,0.00040229912224423
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,5,1.14915390694416e-05,0.000105845035643875,9.43534965744336e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,6,-0.00020439349883121,-0.000298777663038767,-9.43841642075571e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,7,-0.000316881042648287,-0.000499474298159804,-0.000182593255511516
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,8,-0.000350628666367271,-0.000549251013282076,-0.000198622346914805
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,9,-0.000332530172955885,-0.000503840700959112,-0.000171310528003227
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,10,-0.000286390449390629,-0.000411165083649518,-0.000124774634258889
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,11,-0.000230386997211824,-0.000306647718571426,-7.62607213596021e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,12,-0.000176526894626433,-0.000212612079852409,-3.6085185225976e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,13,-0.00013133616963782,-0.000140113951026522,-8.77778138870262e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,14,-9.71465581912972e-05,-9.18693155105531e-05,5.27724268074414e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,15,-7.35173623113271e-05,-6.53292074464865e-05,8.18815486484069e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,16,-5.85037192660414e-05,-5.5330793657847e-05,3.17292560819433e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,17,-4.96295637993629e-05,-5.60649924390613e-05,-6.43542863969834e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,18,-4.45315719743815e-05,-6.23231786591807e-05,-1.77916066847993e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,19,-4.13083332927132e-05,-7.01201937732838e-05,-2.88118604805706e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,20,-3.86427111546146e-05,-7.68528223752969e-05,-3.82101112206823e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,21,-3.57737406445867e-05,-8.11625715573094e-05,-4.53888309127227e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,22,-3.23867726168842e-05,-8.26494026009861e-05,-5.02626299841019e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,23,-2.84749065138038e-05,-8.15460652193456e-05,-5.30711587055418e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,24,-2.42070081789792e-05,-7.84231835216156e-05,-5.42161753426364e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,25,-1.98215666920541e-05,-7.39607857993905e-05,-5.41392191073364e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,26,-1.5553217085117e-05,-6.87961024252622e-05,-5.32428853401452e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,27,-1.1590457409204e-05,-6.34408219422518e-05,-5.18503645330478e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,28,-8.05853934473209e-06,-5.82524515963453e-05,-5.01939122516133e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,29,-5.01987675434294e-06,-5.34419832880252e-05,-4.84221065336823e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,30,-2.48463511686326e-06,-4.9101562356435e-05,-4.66169272395718e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,31,-4.25559970779893e-07,-4.52393963600185e-05,-4.48138363892386e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,32,1.20710959732647e-06,-4.18132871915725e-05,-4.3020396788899e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,33,2.47307586362117e-06,-3.87579890844588e-05,-4.123106494808e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,34,3.43280111094087e-06,-3.60045991748964e-05,-3.94374002858373e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,35,4.14176410100386e-06,-3.34922264899357e-05,-3.76339905909396e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,36,4.64763013989945e-06,-3.11733306130168e-05,-3.58209607529162e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,37,4.98956067842855e-06,-2.90145604229346e-05,-3.40041211013631e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,38,5.19886993666317e-06,-2.69948806518334e-05,-3.21937505884965e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,39,5.30035465115281e-06,-2.51024586316508e-05,-3.04028132828036e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Debt service pressure,40,5.31380155780522e-06,-2.33313614085157e-05,-2.86451629663209e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,1,-0.00125249303001906,-0.00144071674519315,-0.000188223715174088
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,2,-0.00257054630573623,-0.00285774285550297,-0.000287196549766736
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,3,-0.00346119975114258,-0.0037846853391289,-0.000323485587986325
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,4,-0.00376904866937268,-0.00409853238869304,-0.000329483719320359
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,5,-0.00354226800824817,-0.00387419192458681,-0.000331923916338642
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,6,-0.00293094478077109,-0.00327815328857431,-0.000347208507803218
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,7,-0.00211256130070163,-0.00249376727698675,-0.000381205976285118
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,8,-0.00124568615637892,-0.00167721698749131,-0.000431530831112387
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,9,-0.00044743262071642,-0.000938202436157415,-0.000490769815440995
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,10,0.000211865704388081,-0.000337744585267877,-0.000549610289655958
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,11,0.000703351707959654,0.000104066001546055,-0.000599285706413599
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,12,0.00102922337477977,0.000396101934567669,-0.000633121440212103
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,13,0.00121117915263835,0.00056396105046054,-0.000647218102177813
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,14,0.00128018974603671,0.000639736989464651,-0.000640452756572055
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,15,0.00126877946522416,0.000654747558478552,-0.00061403190674561
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,16,0.00120607466057568,0.000635253454476972,-0.000570821206098707
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,17,0.00111530381307755,0.000600671409009268,-0.00051463240406828
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,18,0.0010131572395478,0.000563567273982171,-0.000449589965565628
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,19,0.000910353465788674,0.000530710064549259,-0.000379643401239416
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,20,0.000812832487945531,0.000504587057993611,-0.00030824542995192
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,21,0.000723134431673211,0.000484950265309439,-0.000238184166363772
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,22,0.000641675128902508,0.000470135772127026,-0.000171539356775482
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,23,0.000567766393651539,0.000458040523094755,-0.000109725870556784
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,24,0.000500332895128325,0.000446744003992486,-5.3588891135839e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,25,0.000438345901325118,0.000434824655567295,-3.5212457578232e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,26,0.000381030604049537,0.000421449289499554,4.04186854500166e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,27,0.000327915690796043,0.000406317707611167,7.84020168151239e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,28,0.000278789637160881,0.000389533692682617,0.000110744055521736
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,29,0.000233615332720663,0.000371455567095211,0.000137840234374548
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,30,0.000192438874158984,0.000352560420993492,0.000160121546834507
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,31,0.00015531346910147,0.000333339469994809,0.000178026000893339
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,32,0.000122247449929988,0.000314229496701582,0.000191982046771594
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,33,9.31771058529512e-05,0.00029557726595153,0.000202400160098579
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,34,6.79602134914664e-05,0.000277629634564514,0.000209669421073047
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,35,4.63841032038309e-05,0.00026054084956055,0.00021415674635672
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,36,2.81819915586984e-05,0.000244389210867141,0.000216207219308442
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,37,1.30523317440623e-05,0.000229196953579744,0.000216144621835682
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,38,6.77431560208719e-07,0.00021494918865235,0.000214271757092141
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,39,-9.26089119586415e-06,0.000201609577783132,0.000210870468978996
debt_intensity_b080,B2/Y2 = 80%,0.8,Public investment,40,-1.70695690241973e-05,0.000189131869959377,0.000206201438983575
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,1,-0.00125249303001906,-0.00144071674519308,-0.000188223715174018
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,2,-0.00379172701000474,-0.00426244168206624,-0.000470714672061501
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,3,-0.00715813358589745,-0.00794056597914361,-0.000782432393246157
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,4,-0.0107482289156224,-0.011840584218358,-0.00109235530273555
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,5,-0.0140217912009799,-0.0154187615374859,-0.00139697033650599
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,6,-0.0166021912017267,-0.018311445787623,-0.00170925458589632
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,7,-0.018299697722385,-0.0203474269199191,-0.00204772919753404
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,8,-0.0190878914357042,-0.0215159582344122,-0.002428066798708
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,9,-0.0190581267705281,-0.0219162617147095,-0.00285813494418141
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,10,-0.0183698078968768,-0.0217060997571097,-0.00333629186023288
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,11,-0.0172072109914954,-0.0210593812616358,-0.0038521702701404
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,12,-0.0157478073419282,-0.0201367947955271,-0.00438898745359895
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,13,-0.0141429330057417,-0.0190694138751786,-0.00492648086943692
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,14,-0.0125091699345612,-0.0179529415388346,-0.00544377160427345
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,15,-0.0109276612209732,-0.0168493704418848,-0.00592170922091162
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,16,-0.00944839502987316,-0.0157928827263607,-0.00634448769648754
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,17,-0.00809688134104869,-0.0147973892491926,-0.00670050790814392
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,18,-0.00688130206797455,-0.0138638872439807,-0.00698258517600614
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,19,-0.00579891605048655,-0.0129865799983317,-0.0071876639478452
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,20,-0.00484111066127912,-0.01215732844038,-0.00731621777910085
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,21,-0.00399694846307375,-0.0113684449640608,-0.00737149650098701
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,22,-0.00325534962259422,-0.0106140980678324,-0.00735874844523821
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,23,-0.00260619948837792,-0.00989070509304169,-0.00728450560466376
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,24,-0.00204071160604036,-0.00919669346172336,-0.007155981855683
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,25,-0.00155134791456391,-0.00853195146961294,-0.00698060355504904
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,26,-0.0011315336126505,-0.00789720339337308,-0.00676566978072257
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,27,-0.000775329581538031,-0.00729345560092742,-0.00651812601938939
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,28,-0.000477156704838944,-0.00672158551822166,-0.00624442881338272
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,29,-0.00023161245449721,-0.00618209031317107,-0.00595047785867386
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,30,-3.33832689758395e-05,-0.0056749776343481,-0.00564159436537226
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,31,0.000122764781850027,-0.0051997637234944,-0.00532252850534443
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,32,0.000241943112234022,-0.0047555401337056,-0.00499748324593963
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,33,0.000329071640281065,-0.00434107436441167,-0.00467014600469273
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,34,0.000388805062765396,-0.00395491787073654,-0.00434372293350194
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,35,0.000425469039400106,-0.00359550407440778,-0.00402097311380789
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,36,0.000443014304973843,-0.00326122726168032,-0.00370424156665417
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,37,0.000444991279093365,-0.00295049962655858,-0.00339549090565194
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,38,0.000434543928676145,-0.00266178794724237,-0.00309633187591851
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,39,0.000414419439263458,-0.00239363367077816,-0.00280805311004162
debt_intensity_b080,B2/Y2 = 80%,0.8,Public capital,40,0.000386989384257852,-0.00214466095904919,-0.00253165034330705
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,1,-0.00370666411191023,-0.00391168239804363,-0.000205018286133396
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,2,-0.00409594659249135,-0.00439690739533971,-0.00030096080284836
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,3,-0.00407614796129363,-0.00439959978003679,-0.000323451818743159
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,4,-0.0037000296112597,-0.00401074881154817,-0.000310719200288467
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,5,-0.00308666387665901,-0.00337912027301057,-0.000292456396351559
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,6,-0.00236855370007416,-0.00265470124777922,-0.000286147547705062
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,7,-0.0016587497601448,-0.00195665242688547,-0.000297902666740679
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,8,-0.00103585712764787,-0.00136137228251765,-0.000325515154869782
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,9,-0.000541971875666292,-0.00090408324634772,-0.000362111370681428
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,10,-0.000188314385049959,-0.000587697197893755,-0.000399382812843796
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,11,3.57751167601172e-05,-0.000394137195402711,-0.000429912312162828
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,12,0.000153520789056172,-0.000294966875468594,-0.000448487664524766
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,13,0.000192857733371632,-0.000259676468029713,-0.000452534201401344
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,14,0.000180804908018084,-0.000261106699160907,-0.000441911607178991
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,15,0.000140119703488484,-0.000278222457289701,-0.000418342160778185
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,16,8.78757731064272e-05,-0.000296826270635986,-0.000384702043742413
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,17,3.54292766566733e-05,-0.000308915176856717,-0.00034434445351339
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,18,-1.07727060706386e-05,-0.000311327980352494,-0.000300555274281855
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,19,-4.80027565569197e-05,-0.000304185693349668,-0.000256182936792748
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,20,-7.60175091029103e-05,-0.000289458038922885,-0.000213440529819975
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,21,-9.59815540292341e-05,-0.000269833053006208,-0.000173851498976973
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,22,-0.00010964727259366,-0.000247945552330431,-0.00013829827973677
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,23,-0.000118807313076785,-0.000225939526254826,-0.000107132213178041
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,24,-0.000124987011363764,-0.00020529600697361,-8.03089956098457e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,25,-0.000129320381727971,-0.000186843491100541,-5.75231093725703e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,26,-0.000132548468475768,-0.000170872919461051,-3.83244509852831e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,27,-0.000135085770144983,-0.000157294742116121,-2.22089719711382e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,28,-0.000137113088348073,-0.000145794793735443,-8.68170538737001e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,29,-0.000138669075752662,-0.000135963934999928,2.70514075273454e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,30,-0.000139725178920136,-0.000127391119651654,1.23340592684817e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,31,-0.000140238222687383,-0.00011971980333314,2.05184193542429e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,32,-0.000140181237445969,-0.000112673605951907,2.75076314940614e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,33,-0.000139556620216363,-0.000106059676134973,3.34969440813904e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,34,-0.000138397002176216,-9.97583148192316e-05,3.86386873569844e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,35,-0.000136759007772658,-9.37060906217591e-05,4.30529171508987e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,36,-0.000134714098385058,-8.7877735270081e-05,4.68363631149771e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,37,-0.000132339409970372,-8.22701172358276e-05,5.00692927345447e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,38,-0.000129710261148608,-7.68898975593846e-05,5.28203635892233e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,39,-0.000126895012881878,-7.1745224501929e-05,5.5149788379949e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Final output,40,-0.000123952270602246,-6.68410383681817e-05,5.71112322340639e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,1,-0.00189533204860093,-0.00189795979965346,-2.62775105253077e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,2,-0.00105240062392709,-0.00105104981907445,1.35080485264005e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,3,-0.000496894177057672,-0.00048944589935096,7.44827770671197e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,4,-0.000188802701391655,-0.000175829666044125,1.29730353475299e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,5,-6.45646376693509e-05,-4.7806881212753e-05,1.67577564565979e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,6,-5.86934894776237e-05,-4.00505938543683e-05,1.86428956232554e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,7,-0.000115446389397422,-9.64645523192642e-05,1.8981837078158e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,8,-0.000193625755740112,-0.000175350187095802,1.82755686443103e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,9,-0.000266914331541801,-0.000249957013758295,1.69573177835058e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,10,-0.000321665357602141,-0.000306361708319325,1.53036492828162e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,11,-0.000353603062700603,-0.000340171054946548,1.34320077540551e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,12,-0.000364429186383908,-0.000353084606814269,1.13445795696387e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,13,-0.000358920678050434,-0.000349934049894474,8.9866281559603e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,14,-0.000342776700715031,-0.000336478157305531,6.29854340949976e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,15,-0.000321243396100512,-0.00031799212382666,3.25127227385202e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,16,-0.000298407510931131,-0.000298544704004367,-1.37193073235231e-07
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,17,-0.000276988044466742,-0.000280789558709804,-3.80151424306252e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,18,-0.000258446835674331,-0.000266086559683631,-7.63972400930069e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,19,-0.000243263233315583,-0.000254792624557854,-1.15293912422709e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,20,-0.00023125710740568,-0.000246601626899157,-1.53445194934765e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,21,-0.000221885849797654,-0.000240855758604885,-1.89699088072315e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,22,-0.000214476987900891,-0.00023678822511608,-2.2311237215189e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,23,-0.000208385024171531,-0.000233685439056552,-2.53004148850211e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,24,-0.000203078509111609,-0.000230975192863081,-2.78966837514716e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,25,-0.000198172371321359,-0.000228256828741724,-3.00844574203651e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,26,-0.000193423235393619,-0.000225292312559522,-3.18690771659025e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,27,-0.0001887040855163,-0.000221975679311148,-3.3271593794848e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,28,-0.000183971134849914,-0.000218294606862512,-3.43234720125984e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,29,-0.000179231615350717,-0.00021429345566204,-3.50618403113234e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,30,-0.000174517368580651,-0.000210043007905503,-3.55256393248515e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,31,-0.000169866097185056,-0.00020561889174564,-3.5752794560584e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,32,-0.000165310084719872,-0.000201088458261611,-3.57783735417394e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,33,-0.000160871038312305,-0.000196504622910765,-3.56335845984601e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,34,-0.000156559265362066,-0.000191904691937417,-3.53454265753506e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,35,-0.000152375435756191,-0.000187312227994285,-3.49367922380939e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,36,-0.00014831349414679,-0.00018274034293031,-3.44268487835198e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,37,-0.000144363705818495,-0.00017819525954399,-3.38315537254941e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,38,-0.000140515230529603,-0.000173679434061991,-3.31642035323876e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,39,-0.000136757956800349,-0.000169193905777187,-3.24359489768389e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Consumption,40,-0.000133083569099246,-0.000164739810504688,-3.16562414054422e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,1,-0.00422351407152854,-0.0042665439898566,-4.30299183280525e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,2,-0.00308438048645587,-0.0031162792754853,-3.18987890294276e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,3,-0.00215978829279506,-0.00217840412626202,-1.86158334669617e-05
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,4,-0.00143180049749481,-0.00144006551224096,-8.26501474615604e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,5,-0.000879549796970136,-0.000881994210308878,-2.44441333874246e-06
debt_intensity_b080,B2/Y2 = 80%,0.8,Inflation,6,-0.000478783899051982,-0.000479339160454617,-5.55261402634954e-07
