scenario,label,rho_z,psi_z,phi_z_ds,phi_z_b,max_z2,max_debt_ratio2,max_ds2,min_fs2,min_ig2,min_kg2,min_y2,min_c2,min_pinf2,max_abs_z_gap,max_abs_debt_ratio_gap,max_abs_ds_gap,max_abs_fs_gap,max_abs_ig_gap,max_abs_kg_gap,max_abs_y_gap,max_abs_c_gap,max_abs_pinf_gap,z2_t1,z2_t4,z2_t8,z2_t12,ig2_t1,ig2_t4,ig2_t8,ig2_t12,y2_t1,y2_t4,y2_t8,y2_t12,pinf2_t1,pinf2_t4,pinf2_t8,pinf2_t12
policy_cf_no_transfer_stabilizer,No central transfer stabilizer,0,0,0,0,0,0.0362536961684679,0.0162425606315035,-0.0205438907611732,-0.0152324077691943,-0.0809205085136586,-0.0226506214275159,-0.0148335559106701,-0.0158536288109132,0,0.0259479220633089,0.00987776345032219,0.010094111942263,0.00228851444949701,0.0313340302097718,0.00240604567653457,0.000258903831388158,0.000309216190652051,0,0,0,0,-0.00694081602022116,-0.0152324077691943,-0.00537550089295871,0.00106579756280444,-0.0226506214275159,-0.0132427326613025,-0.00210124591865579,-0.000212460369595768,-0.0158536288109132,-0.00280505349249449,0.00124161655864485,0.000449773415921673
policy_cf_central_transfer_stabilizer,Central transfer stabilizer,0.7,0.2,0.05,0.02,0.00243154508060839,0.0347562608370875,0.015389277178233,-0.0177681270039162,-0.0099027704331294,-0.0544143925508846,-0.0220910143887909,-0.0154849284137296,-0.0150144742625627,0.000649195056675819,0.0228950925647495,0.00933913192575672,0.00902570682857733,0.00185960746068026,0.0171716537027908,0.00195915534704882,0.000154220533415073,0.000245691728051889,0.00181621149259226,0.00191091543430017,0.000169279705783988,-0.000216543812566458,-0.00510288055561953,-0.00981447859411169,-0.00383657663248671,-0.00019301818693615,-0.0220910143887909,-0.010380998440617,-0.00181276963772059,-0.000620876314851415,-0.0150144742625627,-0.00248178887610473,0.000750399992462514,0.000322721394257597
