scenario,label,phi_reg,max_r,min_r,min_yagg,min_pinfagg,inflation_l2,output_l2,sync_y_l2,sync_pinf_l2,max_abs_y_gap,max_abs_pinf_gap,max_ds2,min_fs2,min_ig2,min_kg2,min_y2,min_c2,min_pinf2,max_abs_ds_gap,max_abs_fs_gap,max_abs_ig_gap,max_abs_kg_gap,max_abs_c_gap,r_t1,r_t4,r_t8,r_t12,yagg_t1,yagg_t4,yagg_t8,yagg_t12,pinfagg_t1,pinfagg_t4,pinfagg_t8,pinfagg_t12,y_gap_t1,y_gap_t4,y_gap_t8,y_gap_t12
policy_cf_standard_taylor,Standard Taylor rule,0,0.000262864230887505,-0.001011178853499,-0.0217483308718807,-0.0156990207155873,0.0198644192935366,0.0367889630048615,0.00831754863269452,0.000437150831398355,0.00240604567653457,0.000309216190652051,0.0162425606315035,-0.0205438907611732,-0.0152324077691943,-0.0809205085136586,-0.0226506214275159,-0.0148335559106701,-0.0158536288109132,0.00987776345032219,0.010094111942263,0.00228851444949701,0.0313340302097718,0.000258903831388158,-7.30670869262262e-05,-0.001011178853499,-0.000301026630669776,0.000242200425824235,-0.0217483308718807,-0.0122442036807323,-0.00150357641612542,0.000695320855626402,-0.0156990207155873,-0.00281437710589083,0.00122749257655297,0.00045679911225438,-0.00180458111127058,-0.00199705796114025,-0.00119533900506075,-0.00181556245044445
policy_cf_regional_balance_taylor,Regional-balance Taylor rule,2,0.00179475206570645,-0.000580947261971554,-0.0112994416786891,-0.0067214120839949,0.0104463366998332,0.0191444851965271,0.00420601312067137,0.000208757392760099,0.00113574356320334,0.000142634066836456,0.0069794046581846,-0.00919897242663319,-0.00737075896498257,-0.0392162071594413,-0.011688149418958,-0.008127096686526,-0.00679272911741313,0.00424841379355394,0.00432991854780707,0.00113902860505666,0.0157361234841602,0.000131910136031421,0.00123566734798608,0.00139316691502356,0.0016912826795723,0.00170538940977671,-0.0112994416786891,-0.00620459350793701,-0.00042763731147355,0.00107312017726979,-0.0067214120839949,0.000227686669302285,0.00242549838733574,0.00184361675617351,-0.000777415480537891,-0.000995988418720839,-0.000588080735755003,-0.000900035302578539
