scenario,label,psi_L,ucrit,nu,horizon,u1,u2,u1_dev,u2_dev,pressure1,pressure2,debt_ratio1,debt_ratio2,ds1,ds2,fs1,fs2,ig1,ig2,kg1,kg2,y1,y2,c1,c2,pinf1,pinf2,u_gap,pressure_gap,debt_ratio_gap,ds_gap,fs_gap,ig_gap,kg_gap,y_gap,c_gap,pinf_gap
policy_cf_baseline,Baseline debt-limit rule,0.15,0.9,25,36,0.493244073072358,0.842458094290273,-0.00675592692764154,-0.00754190570972735,-2.82203405939459e-07,-0.00156080137645851,-0.00526440949601832,-0.00811959138919349,-4.5838295529687e-05,-6.39117204527199e-05,-2.29102321026298e-05,-7.91275777476674e-05,0.000386650123728599,0.000276092883431278,-0.00464996081226943,-0.0198532627245753,-0.000350830115237288,-0.000753238857544525,-0.000583035593751946,-0.000720701937059087,0.000105036154875116,0.000111960104479669,-0.000785978782085806,-0.00156051917305257,-0.00285518189317517,-1.80734249230329e-05,-5.62173456450377e-05,-0.000110557240297321,-0.0152033019123059,-0.000402408742307236,-0.000137666343307141,6.92394960455367e-06
policy_cf_baseline,Baseline debt-limit rule,0.15,0.9,25,37,0.493718211836536,0.842746851145043,-0.00628178816346409,-0.00725314885495665,-2.63915295379132e-07,-0.00150526458816938,-0.00488712788659468,-0.00780250923478465,-4.1732569993065e-05,-5.98443109779117e-05,-2.60217556893594e-05,-7.88972327098597e-05,0.000353289255652492,0.000260816714079168,-0.00418042253630979,-0.0190961144423816,-0.00034575661044145,-0.000730607065164368,-0.000568070915824448,-0.00070803115903928,0.000102473570706696,0.000108670068474481,-0.000971360691492562,-0.001505000672874,-0.00291538134818997,-1.81117409848467e-05,-5.28754770205003e-05,-9.24725415733241e-05,-0.0149156919060718,-0.000384850454722918,-0.000139960243214832,6.1964977677853e-06
policy_cf_baseline,Baseline debt-limit rule,0.15,0.9,25,38,0.494157244822973,0.843022960006895,-0.00584275517702681,-0.00697703999310517,-2.46786875902462e-07,-0.00145185690032949,-0.00453801157938325,-0.00749984248410707,-3.79590707787853e-05,-5.60244508386945e-05,-2.87615278934256e-05,-7.85075631167115e-05,0.000322464861256269,0.000246326392002699,-0.00375344711164605,-0.0183723851893194,-0.000340481405595505,-0.000708439860722554,-0.00055316980495923,-0.000695078785415193,9.99334947411334e-05,0.000105433185714876,-0.00113428481607836,-0.00145161011345359,-0.00296183090472382,-1.80653800599092e-05,-4.97460352232859e-05,-7.61384692535699e-05,-0.0146189380776733,-0.000367958455127049,-0.000141908980455963,5.49969097374259e-06
policy_cf_baseline,Baseline debt-limit rule,0.15,0.9,25,39,0.494563728108704,0.843286952007795,-0.00543627189129625,-0.00671304799220451,-2.30759870697515e-07,-0.00140051434182757,-0.00421500293682576,-0.00721095556005702,-3.44943236772685e-05,-5.24415724406785e-05,-3.11592818403317e-05,-7.7971171513383e-05,0.000294027346743969,0.000232607653075562,-0.0033655835871107,-0.0176804679065108,-0.000335036440528125,-0.000686747960183642,-0.000538363112872475,-0.000681891226837927,9.7420776085988e-05,0.0001022538769897,-0.00127677610090826,-0.00140028358195687,-0.00299595262323126,-1.794724876341e-05,-4.68118896730513e-05,-6.14196936684075e-05,-0.0143148843194001,-0.000351711519655518,-0.000143528113965452,4.8331009037117e-06
policy_cf_baseline,Baseline debt-limit rule,0.15,0.9,25,40,0.494940066573895,0.843539351902522,-0.00505993342610456,-0.00646064809747826,-2.15775533099294e-07,-0.00135117054365236,-0.00391616644162639,-0.00693522237566779,-3.13159514243556e-05,-4.90848863973561e-05,-3.32430840703501e-05,-7.73005048019387e-05,0.000267827688082894,0.000219640547817257,-0.00301361630934993,-0.0170188156610309,-0.000329450748143167,-0.000665540091953742,-0.000523679550334388,-0.000668512562172707,9.49395841249867e-05,9.91359379447498e-05,-0.0014007146713737,-0.00135095476811926,-0.0030190559340414,-1.77689349730005e-05,-4.40574207315886e-05,-4.81871402656375e-05,-0.014005199351681,-0.000336089343810575,-0.000144833011838319,4.19635381976313e-06
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,1,0.498913587011492,0.858440895854941,-0.00108641298850753,0.00844089585494057,-4.86571017750328e-08,0.00203993462882517,0.0119871343747051,0.0421324057496559,0.00731367501357553,0.018343028008163,-0.0136119461360734,-0.0244581438941597,-0.0144810765268795,-0.014527678182465,-0.0144810765268795,-0.014527678182465,-0.032140661913778,-0.0322019400379612,-0.017036882866248,-0.0169953027588464,-0.0177799390394616,-0.0178375783277017,0.0095273088434481,0.00203998328592694,0.0301452713749508,0.0110293529945875,-0.0108461977580862,-4.66016555855375e-05,-4.66016555855653e-05,-6.12781241832172e-05,4.15801074016287e-05,-5.76392882400967e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,2,0.488118056944592,0.855968446772347,-0.011881943055408,0.00596844677234687,-4.66678432663223e-07,0.0014083719825858,0.0014253478343347,0.0346309680699479,0.0039333778012812,0.010025537361566,-0.00928841578628191,-0.0152685090839386,-0.0179248398398023,-0.0181772727105191,-0.0320438894535098,-0.0323417589384225,-0.0273272556966528,-0.0276092659848339,-0.00952910133339979,-0.00947677762219468,-0.00997659257327066,-0.0100429114832811,0.0178503898277549,0.00140883866101847,0.0332056202356132,0.00609215956028483,-0.00598009329765666,-0.000252432870716808,-0.000297869484912727,-0.000282010288181089,5.23237112051156e-05,-6.631891001041e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,3,0.47538322192007,0.848759447290827,-0.02461677807993,-0.00124055270917345,-8.34577393224699e-07,-0.000272960321753753,-0.0124030935486924,0.0173261471857113,0.00123675951255637,0.00347785986963454,-0.00480828428416957,-0.00704523031479355,-0.0149961523037872,-0.0155264061754058,-0.046238944520959,-0.0470596211403675,-0.018225822288129,-0.0187856209612095,-0.00422598410833408,-0.00417294362305431,-0.00408622997551922,-0.0041548775841902,0.0233762253707566,-0.000272125744360528,0.0297292407344038,0.00224110035707817,-0.00223694603062398,-0.000530253871618605,-0.000820676619408545,-0.000559798673080536,5.3040485279765e-05,-6.86476086709797e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,4,0.465055737179602,0.841150438470803,-0.0349442628203981,-0.00884956152919669,-1.05788730588583e-06,-0.00180828029392905,-0.0241108289730855,8.60505125599431e-06,-0.000359002144145692,-0.000345943544307255,-0.00152445434309474,-0.00163277618793248,-0.00978644213546923,-0.0105845512703128,-0.0548694130434044,-0.0564676818821708,-0.00961145320808254,-0.0104198539091345,-0.00128536949459412,-0.0012300640729781,-0.000558713595325777,-0.00061893496236809,0.0260947012912014,-0.00180722240662317,0.0241194340243415,1.3058599838437e-05,-0.000108321844837736,-0.000798109134843558,-0.00159826883876635,-0.000808400701051926,5.53054216160254e-05,-6.02213670423124e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,5,0.45859858082817,0.835303279024643,-0.04140141917183,-0.0146967209753572,-1.17089394720455e-06,-0.0028373251469668,-0.0317187316180552,-0.0128012481434028,-0.00101805218152235,-0.00189054223335394,0.000331016015953381,0.00103808342164692,-0.00483470906519222,-0.00584092769148321,-0.0583323867825114,-0.0608969175265996,-0.00350600929852207,-0.00448901182760575,-0.000120859108948657,-5.90107279321295e-05,0.00103395322312028,0.000990513677992855,0.0267046981964728,-0.00283615425301959,0.0189174834746524,-0.000872490051831583,0.00070706740569354,-0.00100621862629099,-0.00256453074408824,-0.000983002529083676,6.18483810165271e-05,-4.34395451274217e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,6,0.455730465732253,0.8317630418338,-0.0442695342677468,-0.0182369581661997,-1.21552711860449e-06,-0.00340223234179565,-0.035368043689636,-0.0202603572929456,-0.00108818917040803,-0.00202437558225392,0.00106487795180972,0.00179746763236335,-0.00122961412492377,-0.00236751729803955,-0.0581036912378723,-0.0617420118864738,-0.00011895931140371,-0.00119488760846587,7.07917377185119e-06,7.75777415559231e-05,0.00139482863193785,0.00137157732830628,0.0260325761015471,-0.00340101681467705,0.0151076863966904,-0.000936186411845888,0.000732589680553633,-0.00113790317311578,-0.00363832064860148,-0.00107592829706216,7.04985677840719e-05,-2.32513036315662e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,7,0.455448979371446,0.830192810234157,-0.0445510206285538,-0.0198071897658426,-1.21973756823785e-06,-0.00363959354314068,-0.0361205554926895,-0.0234001067436941,-0.000888257239399786,-0.00152768107962685,0.00112328088594073,0.00154620203228735,0.000898091797295081,-0.000301129261410127,-0.0557530071596304,-0.0604995908507222,0.00119934747461614,9.75305485850786e-05,-0.000304642510185915,-0.000226800009216599,0.00115564802278278,0.0011514720296999,0.0247438308627112,-0.00363837380557244,0.0127204487489954,-0.00063942384022706,0.000422921146346622,-0.00119922105870521,-0.00474658369109182,-0.00110181692603106,7.78425009693162e-05,-4.17599308288885e-06
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,8,0.456690927312078,0.829953566819325,-0.0433090726879218,-0.0200464331806754,-1.20093552615872e-06,-0.00367506814026578,-0.0351642290500568,-0.0237931793879135,-0.000630698780825361,-0.000912284217381683,0.000883962302405075,0.000951999758940239,0.00187752065491062,0.000670536917960526,-0.0524816613257291,-0.0583165641614936,0.00129242724929846,0.000209140351824733,-0.00068688040404552,-0.000605540893656276,0.000744751655363363,0.000755761067623206,0.0232626395072463,-0.00367386720473962,0.0113710496621433,-0.000281585436556322,6.80374565351638e-05,-0.00120698373695009,-0.00583490283576449,-0.00108328689747372,8.13395103892445e-05,1.10094122598436e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,9,0.458640768407014,0.830443894079294,-0.0413592315929857,-0.0195561059207064,-1.17021325367269e-06,-0.00360216849259054,-0.0334288351187161,-0.0228193393463049,-0.000421238337064443,-0.000427442354840201,0.000588514270901688,0.000391770951924733,0.00214838714685046,0.000968626551888202,-0.0490212326457353,-0.0558900235055675,0.000853624610818837,-0.000187844089820421,-0.000969774223118947,-0.000889786277254667,0.000386369898693673,0.000407728696154797,0.0218031256722793,-0.00360099827933686,0.0106094957724113,-6.20401777575753e-06,-0.000196743318976955,-0.00117976059496226,-0.00686879085983216,-0.00104146870063926,7.99879458642794e-05,2.1358797461124e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,10,0.460797670094215,0.831237214560064,-0.0392023299057848,-0.0187627854399363,-1.13443757180577e-06,-0.00348260020174711,-0.0314899053988499,-0.0214022568601112,-0.000290112389282825,-0.000139631892215384,0.000352839778169384,1.20941424087279e-05,0.00207836112793007,0.000945412355079583,-0.0457173407016618,-0.0535473605628489,0.000320103685555129,-0.000671608363343235,-0.00111433810084083,-0.00104023381938068,0.0001569648598716,0.000184202187677229,0.0204395444658486,-0.0034814657641753,0.0100876485387387,0.000150480497067441,-0.000340745635760656,-0.00113294877285049,-0.00783001986118714,-0.000991712048898363,7.41042814601522e-05,2.72373278056293e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,11,0.462919219504125,0.832092647338334,-0.0370807804958749,-0.0179073526616658,-1.09731526459496e-06,-0.00335139726198291,-0.029624354951507,-0.0200238114291272,-0.000227137457727476,-1.92916185865286e-05,0.000207409497203687,-0.000178898796171292,0.00190464902513159,0.000827492707676278,-0.0426697581589885,-0.0513811838411011,-0.000100673612982272,-0.00104366229047959,-0.00114668454297062,-0.00108191926784096,5.02282921674979e-05,7.98996193487334e-05,0.0191734278342092,-0.00335029994671832,0.00960054352237978,0.000207845839140948,-0.000386308293374979,-0.00107715631745531,-0.00871142568211258,-0.000942988677497314,6.47652751296635e-05,2.96713271812354e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,12,0.46492786984051,0.832908647654973,-0.0350721301594902,-0.0170913523450268,-1.06030671945051e-06,-0.00322401259409426,-0.0279155577553725,-0.0188528961074482,-0.000208130597311024,-5.06918591390917e-06,0.000138493233142759,-0.000233173764644448,0.00174541350225049,0.000726826607872086,-0.0398576007027636,-0.0493698276372014,-0.000355365930549301,-0.00125457723964206,-0.00111206413192366,-0.0010587935464057,2.75332494792391e-05,5.73615010015516e-05,0.0179807778144634,-0.00322295228737481,0.00906266164792423,0.000203061411397114,-0.000371666997787207,-0.00101858689437841,-0.00951222693443787,-0.000899211309092762,5.32705855179616e-05,2.98282515223125e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,13,0.466827520088494,0.833665313806082,-0.0331724799115055,-0.0163346861939179,-1.02355454676115e-06,-0.00310391781679636,-0.0263501234501629,-0.0178865263786891,-0.000210041600703497,-3.99826636992267e-05,0.000118008941779116,-0.000212725701294353,0.00163772914016683,0.000677469770598446,-0.0372234315450273,-0.047458112175673,-0.000469651197603782,-0.00133075149650841,-0.00105029419223124,-0.00100951183549125,4.80697386593398e-05,7.67784866881893e-05,0.0168377937175876,-0.0031028942622496,0.00846359707147376,0.00017005893700427,-0.000330734643073469,-0.000960259369568381,-0.0102346806306457,-0.000861100298904627,4.07823567399879e-05,2.87087480288495e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,14,0.468647534399498,0.834378077521131,-0.0313524656005021,-0.0156219224788688,-9.86667550192705e-07,-0.00298903208012551,-0.024884163066169,-0.0170563917138787,-0.000216979799902876,-8.53508030372232e-05,0.000120073167677745,-0.000165760343902255,0.00157608461648043,0.000672785203214316,-0.0347167611399213,-0.0455988741680664,-0.00049452353558177,-0.00132234061420222,-0.00098713588118271,-0.000958976176958171,8.19591781970885e-05,0.000108986458708493,0.0157305431216333,-0.00298804541257532,0.00782777135229028,0.000131628996865653,-0.00028583351158,-0.000903299413266112,-0.0108821130281451,-0.000827817078620452,2.81597042245396e-05,2.70272805114047e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,15,0.470413793262307,0.835069158430173,-0.0295862067376932,-0.0149308415698272,-9.49229002278614e-07,-0.00287599191725112,-0.0234782601623229,-0.0162908614747327,-0.000220684000166781,-0.000121380843935939,0.000127257701683578,-0.000120708937959804,0.00154026479193073,0.000692327425618727,-0.0323085773194927,-0.0437665748882461,-0.000476763069579222,-0.00127483448976984,-0.000934789041677875,-0.000918850752979927,0.000112547679579356,0.000137764517594174,0.014655365167866,-0.00287504268824885,0.00718739868759018,9.93031562308419e-05,-0.000247966639643382,-0.000847937366312002,-0.0114579975687534,-0.000798071420190616,1.59382886979476e-05,2.52168380148188e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,16,0.472138989116894,0.83575443748148,-0.0278610108831057,-0.0142455625185199,-9.11029737010763e-07,-0.00276227840117403,-0.022109652161038,-0.0155408832728124,-0.00021852486249405,-0.000141987807992404,0.000130756251845984,-8.94234890799345e-05,0.00151091293551596,0.000716787159516744,-0.029989949950989,-0.041955623356523,-0.000447891363616337,-0.00121860204309343,-0.000896043016067383,-0.000891653649584989,0.000133544642869632,0.000157037820013084,0.0136154483645857,-0.00276136737143702,0.00656876888822555,7.65370545016469e-05,-0.000220179740925919,-0.000794125775999216,-0.011965673405534,-0.000770710679477093,4.38936648239352e-06,2.34931771434521e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,17,0.473823477785887,0.836440395682655,-0.0261765222141127,-0.0135596043173445,-8.72107947561498e-07,-0.00264681557706388,-0.0207716269356028,-0.0147835670391011,-0.000211044864627862,-0.000148680413697944,0.000127962485528488,-7.32941541124743e-05,0.00147555342072285,0.000733715494329171,-0.0277646477814915,-0.0401730172782808,-0.000423977089218375,-0.00116890862836305,-0.000868755937862287,-0.000875151261535811,0.000144839851195178,0.000166772100696599,0.0126169178967682,-0.00264594346911632,0.0059880598965017,6.23644509299185e-05,-0.000201256639640962,-0.000741837926393679,-0.0124083694967894,-0.000744931539144678,-6.3953236735248e-06,2.19322495014218e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,18,0.475460084108382,0.837126025114684,-0.0245399158916185,-0.0128739748853161,-8.32689830826389e-07,-0.00252975313705355,-0.019467928490175,-0.0140155669099814,-0.000200009570759539,-0.000145808953460586,0.000119664067514,-6.88311965387628e-05,0.00142894912550934,0.000737791664671208,-0.0256415824614451,-0.0384309001816523,-0.000410010557799323,-0.00113028589627284,-0.000849179503380815,-0.000865605145849102,0.000148973795912166,0.000169509413200597,0.0116659410063024,-0.00252892044722273,0.00545236158019364,5.42006172989532e-05,-0.000188495264052763,-0.000691157460838129,-0.0127893177202072,-0.000720275338473519,-1.64256424682874e-05,2.05356172884308e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,19,0.477039009387381,0.837806179427085,-0.0229609906126194,-0.0121938205729151,-7.93101536224395e-07,-0.00241197220035736,-0.0182068235866379,-0.0132442152728763,-0.000187231966314412,-0.000137746619521525,0.000107883564115466,-7.14187602793431e-05,0.00137102378731474,0.000728762783721859,-0.0236295191125939,-0.036741364893389,-0.00040492225864408,-0.00110145598937672,-0.000833841661536994,-0.000859597783993693,0.000148896255569575,0.000168171419344887,0.0107671700397043,-0.00241117909882113,0.00496260831376152,4.94853467928867e-05,-0.000179302324394809,-0.000642261003592881,-0.0131118457807951,-0.00069653373073264,-2.57561224566993e-05,1.92751637753119e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,20,0.47855123214029,0.838474490934788,-0.0214487678597098,-0.011525509065212,-7.53692203670532e-07,-0.00229462027015738,-0.0169968440307969,-0.0124803543204861,-0.000174058143310413,-0.000127689515463266,9.46110982286835e-05,-7.72244285013185e-05,0.00130438930055626,0.000709024404090569,-0.0217343918342228,-0.0351138063669638,-0.000405425642427404,-0.00107906810917502,-0.000820281441665682,-0.000854732970213323,0.000146907680755426,0.000165025920668249,0.00992325879449785,-0.00229386657795371,0.00451648971031082,4.63686278471473e-05,-0.000171835526730002,-0.000595364896465694,-0.0133794145327411,-0.000673642466747615,-3.4451528547641e-05,1.81182399128232e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,21,0.479990186255765,0.839125208877677,-0.0200098137442355,-0.0108747911223231,-7.14783354611814e-07,-0.00217879626623347,-0.0158445456292065,-0.0117340093060631,-0.000161278156971504,-0.000117479655542757,8.12750230339276e-05,-8.37871821137148e-05,0.00123243831541346,0.000681763338932051,-0.0199585937229538,-0.0335541978688574,-0.000408263415454635,-0.00105986260255242,-0.000807088773123521,-0.000849658972684408,0.000144399433886555,0.000161437979137924,0.00913502262191235,-0.00217808148287886,0.00411053632314346,4.37985014287469e-05,-0.000165062205147642,-0.000550674976481411,-0.0135956041459036,-0.000651599187097784,-4.25701995608874e-05,1.70385452513688e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,22,0.481352140065806,0.839754009070052,-0.0186478599341942,-0.0102459909299483,-6.76644627348833e-07,-0.00206539449208436,-0.014753831680721,-0.0110125526785414,-0.000149241393706711,-0.000107908383999555,6.86744348000201e-05,-8.98817250906403e-05,0.001158237482833,0.000649883207115037,-0.0183013913970469,-0.0320654597150209,-0.000411140666585763,-0.00104155429786834,-0.000793638497325277,-0.000843797311832817,0.000142002987857381,0.000158021530704211,0.00840186900424589,-0.00206471784745701,0.00374127900217963,4.13330097071567e-05,-0.00015855615989066,-0.000508354275717965,-0.0137640683179741,-0.000630413631282578,-5.01588145075393e-05,1.60185428468296e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,23,0.482635842239096,0.840358099638298,-0.0173641577609041,-0.00964190036170243,-6.39488729027097e-07,-0.00195506609401542,-0.013726190007574,-0.0103204868393826,-0.000138025475386483,-9.91353815793777e-05,5.71254172477137e-05,-9.51171092901937e-05,0.00108408715587982,0.000615577676881474,-0.0167597694562409,-0.0306482455452639,-0.000412840502873046,-0.00102292535085557,-0.000779769488786886,-0.000837022565747469,0.0001398676800759,0.000154915633657549,0.00772225739920163,-0.00195442660528639,0.00340570316819144,3.88900938071051e-05,-0.000152242526537907,-0.000468509478998347,-0.013888476089023,-0.000610084847982528,-5.72530769605839e-05,1.50479535816483e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,24,0.483841894977515,0.840935967634657,-0.0161581050224852,-0.00906403236534337,-6.03477056682465e-07,-0.00184824643020259,-0.0127612983578193,-0.0096600076200245,-0.000127580117254566,-9.10373525896974e-05,4.6655829192041e-05,-9.95376527634373e-05,0.00101149801992706,0.000580307048835341,-0.0153292771999078,-0.0293017323577969,-0.000412964150422135,-0.00100355986861478,-0.000765529989078084,-0.000829410547440124,0.000137912871733592,0.0001520340510901,0.00709407265714185,-0.00184764295314591,0.00310129073779483,3.65427646648684e-05,-0.000146193481955478,-0.000431190971091719,-0.013972455157889,-0.000590595718192644,-6.38805583620394e-05,1.41211793565077e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,25,0.484972136735076,0.841487019598803,-0.0150278632649242,-0.00851298040119708,-5.68729125729768e-07,-0.00174520685189179,-0.011857655362555,-0.00903176692591845,-0.000117820145058763,-8.34286203062144e-05,3.7165502683581e-05,-0.000103337821361404,0.000941358908732384,0.000544958607046106,-0.0140046863611776,-0.0280242304418055,-0.000411588123460982,-0.000983504134313362,-0.000751021216502501,-0.000821084849800147,0.000135997372663343,0.000149232433417801,0.00651488286372714,-0.00174463812276606,0.00282588843663654,3.43915247525486e-05,-0.000140503324044985,-0.000396400301686278,-0.0140195440806279,-0.00057191601085238,-7.00636332976456e-05,1.32350607544574e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,26,0.486029159461804,0.842011257213978,-0.0139708405381956,-0.00798874278602235,-5.35331645125591e-07,-0.00164610553493712,-0.0110130785685896,-0.00843552826492666,-0.000108671344033004,-7.616601840248e-05,2.85268763017821e-05,-0.000106705314974739,0.000874145057684697,0.000510044820524927,-0.0127804241444633,-0.0268135798602356,-0.000408984654917122,-0.000962992659805484,-0.000736324852070425,-0.000812146523727408,0.000134005940483517,0.000146393356965202,0.00598209775217323,-0.00164557020329199,0.00257755030366297,3.25053256305238e-05,-0.000135232191276521,-0.00036410023715977,-0.0140331557157722,-0.000554008004888362,-7.58216716569837e-05,1.23874164816851e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,27,0.48701598232209,0.842509041109343,-0.01298401767791,-0.0074909588906571,-5.03345493542754e-07,-0.00155102625680065,-0.0102250347703307,-0.00787061284984425,-0.000100084086179044,-6.91762686546062e-05,2.06325756551273e-05,-0.000109761744462977,0.000810090863883631,0.000475866367731434,-0.0116508226769683,-0.0256673739959981,-0.000405448429993238,-0.000942279962693471,-0.000721484663844918,-0.000802657033527776,0.000131876526545893,0.000143452836064428,0.00549305878725287,-0.0015505229113071,0.00235442192048642,3.09078175244381e-05,-0.000130394320118105,-0.000334224496152197,-0.0140165513190298,-0.000536831532700233,-8.11723696828581e-05,1.15763095185351e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,28,0.487935853199424,0.842980943135006,-0.0120641468005764,-0.00701905686499416,-4.72810438445609e-07,-0.00146000340740164,-0.00949083056350615,-0.00733614943129757,-9.20301205650422e-05,-6.24438925454357e-05,1.34077616527617e-05,-0.000112560280357207,0.000749304463519604,0.000442618573363807,-0.0106102476465244,-0.0245830710727342,-0.000401217192387393,-0.000921564527519125,-0.000706514604088104,-0.000792647020980808,0.000129595129994442,0.000140394934000199,0.00504508993558223,-0.0014595305969632,0.00215468113220858,2.95862280196065e-05,-0.000125968042009969,-0.000306685890155797,-0.0139728234262098,-0.000520347335131732,-8.61324168927036e-05,1.07998040057566e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,29,0.48879213527496,0.843427664733934,-0.0112078647250402,-0.00657233526606626,-4.43748186843565e-07,-0.00137303611571343,-0.00880771011424061,-0.00683118621368428,-8.44936952669921e-05,-5.59867540482744e-05,6.80469737923683e-06,-0.000115107093930006,0.000691830357808246,0.000410447728338148,-0.00965316109755321,-0.0235580465675778,-0.000396454164478754,-0.000900972922864285,-0.000691414472626328,-0.000782132235689459,0.000127178753152934,0.000137234727882074,0.00463552945897389,-0.00137259236752659,0.00197652390055633,2.85069412187177e-05,-0.000121911791309243,-0.000281382629470098,-0.0139048854700246,-0.00050451875838553,-9.07177630631306e-05,1.00559747291395e-05
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,30,0.489588241422239,0.843849995488922,-0.0104117585777607,-0.00615000451107839,-4.16164504718372e-07,-0.00129009556706199,-0.008172902379595,-0.00635472594223052,-7.74632266699968e-05,-4.98340004775489e-05,7.91838722966065e-07,-0.000117386014393886,0.000637676756546537,0.000379473697356664,-0.00877415531356762,-0.0225896217060315,-0.000391261206533766,-0.000880573482567537,-0.00067618328587149,-0.000771126985303128,0.000124658415087353,0.000134001415447615,0.00426175406668228,-0.00128967940255727,0.00181817643736448,2.7629226192448e-05,-0.000118177853116852,-0.000258203059189874,-0.0138154663924639,-0.000489312276033771,-9.49436994316377e-05,9.34300036026237e-06
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,31,0.49032759132472,0.844248791479498,-0.0096724086752798,-0.00575120852050182,-3.90050979380475e-07,-0.00121112896329707,-0.0075836465575995,-0.00590572935103184,-7.09258904222753e-05,-4.40117948991552e-05,-4.65591318662972e-06,-0.000119376977007507,0.000586824008798031,0.000349794776611956,-0.00796797742193034,-0.0216750863867685,-0.000385700956560875,-0.000860398320146727,-0.000660827066951364,-0.000759651953160856,0.000122067185669872,0.00013072643476808,0.00392120015477798,-0.00121073891231769,0.00167791720656766,2.69140955231201e-05,-0.000114721063820877,-0.000237029232186076,-0.0137071089648382,-0.000474697363585852,-9.8824886209492e-05,8.65924909820848e-06
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,32,0.491013577817032,0.844624960916469,-0.00898642218296775,-0.0053750390835311,-3.65386746595056e-07,-0.00113606234784372,-0.00703721121855789,-0.00548311295346182,-6.48652319718392e-05,-3.85367823713453e-05,-9.56342054421466e-06,-0.000121066185829091,0.000539225773305479,0.000321486092959913,-0.00722955221307675,-0.0208117231341394,-0.00037981631954076,-0.000840462438927769,-0.000645361434351122,-0.000747736821947176,0.00011943385827573,0.000127437181680623,0.00361138309943665,-0.00113569696109712,0.00155409826509607,2.63284496004939e-05,-0.000111502765284877,-0.000217739680345566,-0.0135821709210626,-0.000460646119387009,-0.000102375387596054,8.00332340489263e-06
policy_cf_fiscal_discipline,Stronger debt-limit rule,0.45,0.9,25,33,0.49164953708097,0.844979451113275,-0.0083504629190303,-0.0050205488867251,-3.42140290282482e-07,-0.0010648033766412,-0.00653091304074221,-0.00508575200712891,-5.9260923997397e-05,-3.3414982068259e-05,-1.39580536023809e-05,-0.000122449569286628,0.000494809357547588,0.000294597721073389,-0.00655400405020234,-0.0199968323347126,-0.000373643236205035,-0.00082077609490061,-0.000629810764219196,-0.000735419494010014,0.000116780888474777,0.000124154952151123,0.0033299140323052,-0.00106446123635092,0.00144516103361331,2.5845941929138e-05,-0.000108491515684248,-0.000200211636474198,-0.0134428282845103,-0.000447132858695576,-0.000105608729790818,7.37406367634641e-06
