scenario,label,phi_pi,horizon,yagg,pinfagg,r,y1,y2,pinf1,pinf2,y_gap,pinf_gap,abs_y_gap,abs_pinf_gap
hawkish_phi_110,phi_pi = 1.1,1.1,15,2.28359317644422e-05,-2.3512072954146e-06,-4.34440041496842e-06,3.11337803144962e-05,1.45380832141662e-05,-2.27185174728195e-06,-2.43056284354726e-06,-1.659569710033e-05,-1.58711096265307e-07,1.659569710033e-05,1.58711096265307e-07
hawkish_phi_110,phi_pi = 1.1,1.1,16,2.06165194291952e-05,-4.23805516880371e-06,-4.17260772112016e-06,2.94832900438191e-05,1.17497488145712e-05,-4.20454172078699e-06,-4.27156861693145e-06,-1.77335412292479e-05,-6.7026896144462e-08,1.77335412292479e-05,6.7026896144462e-08
hawkish_phi_110,phi_pi = 1.1,1.1,17,1.78668549646321e-05,-5.51521000147215e-06,-4.18767477783355e-06,2.70214404409774e-05,8.71226948828685e-06,-5.54924110052202e-06,-5.48117890242228e-06,-1.83091709526906e-05,6.80621980997387e-08,1.83091709526906e-05,6.80621980997387e-08
hawkish_phi_110,phi_pi = 1.1,1.1,18,1.51679977984376e-05,-6.22534425542831e-06,-4.30740011836406e-06,2.43270826165709e-05,6.00891298030426e-06,-6.33419189266515e-06,-6.11649661808045e-06,-1.83181696362666e-05,2.17695274584706e-07,1.83181696362666e-05,2.17695274584706e-07
hawkish_phi_110,phi_pi = 1.1,1.1,19,1.28595168560341e-05,-6.47813418497289e-06,-4.46655868402424e-06,2.17718318964444e-05,3.94720181540187e-06,-6.65757698858904e-06,-6.29869138135675e-06,-1.78246300810425e-05,3.58885607232295e-07,1.78246300810425e-05,3.58885607232295e-07
hawkish_phi_110,phi_pi = 1.1,1.1,20,1.1087622431738e-05,-6.40734405710219e-06,-4.61983374688835e-06,1.95533515137125e-05,2.62189334998553e-06,-6.64538849826091e-06,-6.1692996160545e-06,-1.6931458163727e-05,4.76088882206405e-07,1.6931458163727e-05,4.76088882206405e-07
hawkish_phi_110,phi_pi = 1.1,1.1,21,9.86197490737695e-06,-6.14159048972773e-06,-4.74063340738518e-06,1.77396616012349e-05,1.98428821351904e-06,-6.42213154555815e-06,-5.86104943378629e-06,-1.57553733877158e-05,5.6108211177186e-07,1.57553733877158e-05,5.6108211177186e-07
hawkish_phi_110,phi_pi = 1.1,1.1,22,9.10948610588491e-06,-5.78755987157287e-06,-4.81761726334184e-06,1.63137600011076e-05,1.90521221088424e-06,-6.09345648439064e-06,-5.4816632587551e-06,-1.44085477902234e-05,6.11793225635537e-07,1.44085477902234e-05,6.11793225635537e-07
hawkish_phi_110,phi_pi = 1.1,1.1,23,8.71851578287952e-06,-5.42313801021876e-06,-4.85036061115274e-06,1.52120720153803e-05,2.22495955060076e-06,-5.73845847040566e-06,-5.10781754992085e-06,-1.29871124647796e-05,6.30640920484815e-07,1.29871124647796e-05,6.30640920484815e-07
hawkish_phi_110,phi_pi = 1.1,1.1,24,8.570891393056e-06,-5.09748723254155e-06,-4.84513735976577e-06,1.43537270009819e-05,2.78805578513008e-06,-5.40889144751144e-06,-4.78608301757166e-06,-1.15656712158518e-05,6.22808429939781e-07,1.15656712158518e-05,6.22808429939781e-07
hawkish_phi_110,phi_pi = 1.1,1.1,25,8.56197550858084e-06,-4.83528116279608e-06,-4.81139248531548e-06,1.36601828197858e-05,3.46376819737593e-06,-5.13264436186045e-06,-4.53791796362069e-06,-1.01964146224098e-05,5.94726398239764e-07,1.01964146224098e-05,5.94726398239764e-07
hawkish_phi_110,phi_pi = 1.1,1.1,26,8.61065333990219e-06,-4.64281777601272e-06,-4.75914558206725e-06,1.30663011419507e-05,4.15500553785364e-06,-4.91927112367119e-06,-4.36636442835425e-06,-8.91129560409709e-06,5.52906695316935e-07,8.91129560409709e-06,5.52906695316935e-07
hawkish_phi_110,phi_pi = 1.1,1.1,27,8.66183030878709e-06,-4.51436927717541e-06,-4.69733437480357e-06,1.25247647675408e-05,4.79889585025539e-06,-4.76595186393869e-06,-4.26278669041213e-06,-7.72586891728544e-06,5.03165173526554e-07,7.72586891728544e-06,5.03165173526554e-07
hawkish_phi_110,phi_pi = 1.1,1.1,28,8.68408344145699e-06,-4.43774920133588e-06,-4.63296616737274e-06,1.20059262755934e-05,5.36224060754265e-06,-4.66284983335896e-06,-4.2126485693128e-06,-6.64368566805074e-06,4.50201264046157e-07,6.64368566805074e-06,4.50201264046157e-07
hawkish_phi_110,phi_pi = 1.1,1.1,29,8.66475771044151e-06,-4.39859883993865e-06,-4.57087994987226e-06,1.14949932792374e-05,5.83452214164559e-06,-4.59733054003486e-06,-4.19986713973142e-06,-5.66047113759183e-06,3.97463400303444e-07,5.66047113759183e-06,3.97463400303444e-07
hawkish_phi_110,phi_pi = 1.1,1.1,30,8.60425314952451e-06,-4.38328072593919e-06,-4.51391149880465e-06,1.09880694196818e-05,6.22043687936724e-06,-4.55688838485457e-06,-4.20967306713482e-06,-4.76763254031454e-06,3.47215317719751e-07,4.76763254031454e-06,3.47215317719751e-07
hawkish_phi_110,phi_pi = 1.1,1.1,31,8.51066703599912e-06,-4.38051470441625e-06,-4.46327787129164e-06,1.04881191640427e-05,6.53321490773351e-06,-4.53087559626475e-06,-4.23015381256775e-06,-3.95490425630918e-06,3.00721783697e-07,3.95490425630918e-06,3.00721783697e-07
hawkish_phi_110,phi_pi = 1.1,1.1,32,8.39543689901134e-06,-4.3820210771095e-06,-4.41903892189899e-06,1.00015001278653e-05,6.78937367015742e-06,-4.51126411593616e-06,-4.25277803839386e-06,-3.21212645770785e-06,2.58486077542308e-07,3.21212645770785e-06,2.58486077542308e-07
hawkish_phi_110,phi_pi = 1.1,1.1,33,8.27022493798957e-06,-4.38247417255955e-06,-4.38053897888757e-06,9.53535992720411e-06,7.00508994899707e-06,-4.49271900204717e-06,-4.27222934318294e-06,-2.53026997820704e-06,2.20489658864231e-07,2.53026997820704e-06,2.20489658864231e-07
hawkish_phi_110,phi_pi = 1.1,1.1,34,8.14500634205295e-06,-4.37904880845608e-06,-4.34677326843769e-06,9.09594476294906e-06,7.19406792115684e-06,-4.47225014321706e-06,-4.28584747358407e-06,-1.90187684179222e-06,1.8640266963299e-07,1.90187684179222e-06,1.8640266963299e-07
hawkish_phi_110,phi_pi = 1.1,1.1,35,8.02716269010517e-06,-4.37078843162908e-06,-4.31665664923919e-06,8.68771137585433e-06,7.36661400435601e-06,-4.44866322513171e-06,-4.29291363812645e-06,-1.32109737149833e-06,1.55749587005261e-07,1.32109737149833e-06,1.55749587005261e-07
hawkish_phi_110,phi_pi = 1.1,1.1,36,7.92131390148221e-06,-4.35795816644546e-06,-4.28919528649985e-06,8.31305745729871e-06,7.5295703456657e-06,-4.42197127847876e-06,-4.29394505441216e-06,-7.83487111633008e-07,1.28026224066602e-07,7.83487111633008e-07,1.28026224066602e-07
hawkish_phi_110,phi_pi = 1.1,1.1,37,7.82962050749347e-06,-4.34148288364078e-06,-4.26357566918334e-06,7.97246736339297e-06,7.68677365181603e-06,-4.3928689646977e-06,-4.29009680258385e-06,-2.8569371157694e-07,1.02772162113851e-07,2.8569371157694e-07,1.02772162113851e-07
hawkish_phi_110,phi_pi = 1.1,1.1,38,7.75232619165678e-06,-4.32251794579841e-06,-4.23919154890484e-06,7.66488921688513e-06,7.83976316665047e-06,-4.36232144362947e-06,-4.28271444807837e-06,1.74873949765342e-07,7.96069955510958e-08,1.74873949765342e-07,7.96069955510958e-08
