scenario,label,output_ratio,s1,s2,metric,horizon,developed_irf,less_developed_irf,diff_irf
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Private investment,38,-0.000116724914792643,-0.000394925117138123,-0.00027820020234548
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Private investment,39,-7.5571251238804e-05,-0.000349968487698249,-0.000274397236459445
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Private investment,40,-4.01066008608453e-05,-0.000308045490764158,-0.000267938889903313
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,1,-0.0208460403162454,-0.0226506214275159,-0.00180458111127058
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,2,-0.0175964165067229,-0.0200024621832575,-0.00240604567653457
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,3,-0.0144712604672768,-0.0168139066052084,-0.00234264613793167
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,4,-0.0112456747001622,-0.0132427326613025,-0.00199705796114025
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,5,-0.00806883822847437,-0.00968372832546827,-0.00161489009699389
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,6,-0.00517713634945527,-0.00650685766391845,-0.00132972131446318
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,7,-0.0027582526804274,-0.00394986919362961,-0.00119161651320221
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,8,-0.000905906913595045,-0.00210124591865579,-0.00119533900506075
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,9,0.000376952832744415,-0.000928106017232921,-0.00130505884997734
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,10,0.00115378575392611,-0.000319830553449307,-0.00147361630737541
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,11,0.00152516308650474,-0.000130564088857921,-0.00165572717536266
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,12,0.00160310208084868,-0.000212460369595768,-0.00181556245044445
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,13,0.00149255709728169,-0.000437217790665634,-0.00192977488794732
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,14,0.00128054932207822,-0.000706752252849774,-0.00198730157492799
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,15,0.00103179551363697,-0.000955441769095011,-0.00198723728273198
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,16,0.000789042190924905,-0.00114681749467471,-0.00193585968559962
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,17,0.000576262331327904,-0.00126733221735709,-0.00184359454868499
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,18,0.000403152927636707,-0.00131925854531578,-0.00172241147295249
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,19,0.000269789109227814,-0.00131409631783685,-0.00158388542706467
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,20,0.000170717489866412,-0.00126725065870459,-0.001437968148571
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,21,9.81362258165586e-05,-0.001194253966466,-0.00129239019228256
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,22,4.40809504385076e-05,-0.0011084699206001,-0.0011525508710386
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,23,1.71082798217093e-06,-0.00102002483892938,-0.00102173566691155
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,24,-3.41197861331022e-05,-0.000935633360750421,-0.000901513574617319
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,25,-6.67909481316675e-05,-0.000858987370837783,-0.000792196422706115
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,26,-9.81492885465673e-05,-0.000791426905243919,-0.000693277616697352
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,27,-0.000128881466494368,-0.000732682962417353,-0.000603801495922984
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,28,-0.000158913334547872,-0.000681555639407083,-0.000522642304859211
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,29,-0.000187763164703925,-0.000636455084517151,-0.000448691919813227
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,30,-0.000214813756657772,-0.000595781771396742,-0.000380968014738969
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,31,-0.000239494956065678,-0.000558155403040606,-0.000318660446974928
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,32,-0.000261385112931278,-0.000522520043285346,-0.000261134930354068
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,33,-0.000280248766887259,-0.0004881599957125,-0.000207911228825242
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,34,-0.000296030432809902,-0.00045466005704875,-0.000158629624238849
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,35,-0.000308822915290774,-0.000421838334689784,-0.00011301541939901
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,36,-0.000318824965473863,-0.000389672457607571,-7.08474921337077e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,37,-0.000326298731994301,-0.00035823257558032,-3.19338435860184e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,38,-0.000331533303004172,-0.000327628149230152,3.90515377401979e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,39,-0.000334817223064721,-0.000297970696915173,3.68465261495476e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Final output,40,-0.000336420403946769,-0.000269351463497491,6.70689404492775e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,1,-0.0146794895301187,-0.0148335559106701,-0.000154066380551487
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,2,-0.00766460869822527,-0.00776485713171715,-0.000100248433491879
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,3,-0.0033164161316519,-0.00331053533230463,5.88079934726871e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,4,-0.000857724796693882,-0.00076112321767241,9.66015790214714e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,5,0.000310668449881035,0.000461611579652743,0.000150943129771708
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,6,0.000651834864024647,0.000822250797068547,0.000170415933043899
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,7,0.000515320911912087,0.000680439358997087,0.000165118447085
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,8,0.000152602368292509,0.000298902504995757,0.000146300136703248
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,9,-0.000268280294249634,-0.000145360835794639,0.000122919458454995
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,10,-0.000646999081136634,-0.000546416113681003,0.000100582967455631
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,11,-0.00093461368449177,-0.000852830787726133,8.17828967656364e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,12,-0.00111796664238095,-0.00105125070889811,6.67159334828415e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,13,-0.00120605077148561,-0.00115181736934533,5.42334021402802e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,14,-0.00121913641204563,-0.00117646554113948,4.26708709061474e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,15,-0.00118090966702888,-0.00115046355308657,3.04461139423173e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,16,-0.00111343330703406,-0.00109702611493745,1.64071920966125e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,17,-0.00103446100537019,-0.00103449498380248,-3.39784322900272e-08
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,18,-0.000956511111885772,-0.000975434448969414,-1.89233370836428e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,19,-0.000887104964977126,-0.000926983954086635,-3.98789891095097e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,20,-0.000829653598573676,-0.000891897736289726,-6.22441377160499e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,21,-0.00078459521352392,-0.000869834155102223,-8.52389415783028e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,22,-0.000750512441674789,-0.000858599240019076,-0.000108086798344287
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,23,-0.000725072391800974,-0.00085517620476161,-0.000130103812960636
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,24,-0.000705722701830447,-0.000856472863863922,-0.000150750162033475
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,25,-0.000690139989533045,-0.000859788418421381,-0.000169648428888336
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,26,-0.000676465038589313,-0.000863042196559638,-0.000186577157970325
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,27,-0.000663376505137814,-0.000864825108220391,-0.000201448603082577
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,28,-0.000650057664315695,-0.000864336415635769,-0.000214278751320074
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,29,-0.000636104318053277,-0.000861260265242247,-0.000225155947188971
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,30,-0.000621411105789171,-0.000855623517105997,-0.000234212411316825
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,31,-0.000606061518827139,-0.000847662567853291,-0.000241601049026152
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,32,-0.000590236104310415,-0.000837714508370335,-0.00024747840405992
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,33,-0.000574144790443598,-0.000826138309508617,-0.000251993519065019
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,34,-0.000557983312140298,-0.00081326511736135,-0.000255281805221053
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,35,-0.000541910185814842,-0.000799372913973584,-0.000257462728158742
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,36,-0.000526039110131715,-0.000784679200225735,-0.00025864009009402
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,37,-0.000510441492380775,-0.000769345323768933,-0.000258903831388158
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,38,-0.000495154477263671,-0.000753486981499907,-0.000258332504236236
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,39,-0.000480190939207925,-0.000737186762032049,-0.000256995822824124
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Consumption,40,-0.000465549065223447,-0.000720505990808085,-0.000254956925584637
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,1,-0.0155444126202612,-0.0158536288109132,-0.000309216190652051
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,2,-0.00990012303978183,-0.0100935557039689,-0.000193432664187032
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,3,-0.00576949357284773,-0.00583881043847234,-6.93168656246135e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,4,-0.00282370071928728,-0.00280505349249449,1.86472267927895e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,5,-0.000839763354682943,-0.000777967446707661,6.17959079752817e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,6,0.000374523785827696,0.000443001478447558,6.84776926198616e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,7,0.00100191227086399,0.0010546835169305,5.27712460665075e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,8,0.00121336859446086,0.00124161655864485,2.82479641839917e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,9,0.00115906445885794,0.00116414534690801,5.08088805006857e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,10,0.000960853961367691,0.000950121618542354,-1.0732342825337e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,11,0.000709093640669956,0.000692153352313651,-1.69402883563041e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,12,0.00046382480858731,0.000449773415921673,-1.40513926656372e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,13,0.000259098065841012,0.000254874748475409,-4.22331736560366e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,14,0.000108923839332142,0.000118639943009535,9.71610367739295e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,15,1.35275179058425e-05,3.85232630419896e-05,2.49957451361471e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,16,-3.50200592688088e-05,4.32987176401944e-06,3.93499310328282e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,17,-4.83110965469047e-05,2.90987591133884e-06,5.12209724582435e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,18,-3.84156909666311e-05,2.13599993532654e-05,5.97756903198965e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,19,-1.5926070068617e-05,4.88768052500088e-05,6.48028753186258e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,20,1.09880310661392e-05,7.75398523502613e-05,6.65518212841221e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,21,3.67869987381031e-05,0.000102345341007393,6.55583422692896e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,22,5.83011993238181e-05,0.000120790224202194,6.2489024878376e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,23,7.4230927376906e-05,0.000132251038811315,5.80201114344092e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,24,8.45767992665447e-05,0.000137332875092655,5.27560758261103e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,25,9.01120020875279e-05,0.000137297202759346,4.71852006718176e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,26,9.19565092112329e-05,0.000133621584624377,4.16650754131442e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,27,9.12740828797887e-05,0.000127703347641672,3.64292647618836e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,28,8.90864704563565e-05,0.000120693112567682,3.16066421113259e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,29,8.61843112507366e-05,0.000113430577942886,2.72462666921491e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,30,8.31084177250752e-05,0.000106450981577577,2.3342563852502e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,31,8.0175475747124e-05,0.000100032955283602,1.98574795364781e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,32,7.75262420351641e-05,9.42641765206975e-05,1.67379344855334e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,33,7.51799312335155e-05,8.91080936400446e-05,1.39281624065291e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,34,7.30842153182643e-05,8.44615677646487e-05,1.13773524463845e-05
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,35,7.11552157075523e-05,8.01986901055596e-05,9.04347439800723e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,36,6.93056382912172e-05,7.6199965105106e-05,6.8943268138888e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,37,6.74617112119691e-05,7.23685170538335e-05,4.90680584186443e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,38,6.55709767380941e-05,6.86362081525616e-05,3.06523141446746e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,39,6.36035109626842e-05,6.49628671838265e-05,1.35935622114225e-06
scale_development_y100,Y1/Y2 = 1.0,1,0.5,0.5,Inflation,40,6.15490742243985e-05,6.13315448099172e-05,-2.17529414481277e-07
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,1,0.00640246459684387,0.0163386215541056,0.00993615695726175
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,2,0.00411582208476616,0.0105191190246902,0.00640329693992404
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,3,0.00222482522586103,0.00574801559951428,0.00352319037365325
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,4,0.00079480744382268,0.00221228732143883,0.00141747987761615
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,5,-0.000187228757984424,-0.000138174327788213,4.90544301962109e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,6,-0.000781359534726157,-0.00148565360157929,-0.000704294066853134
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,7,-0.00107072576462567,-0.00206962967441801,-0.000998903909792346
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,8,-0.00114322244663748,-0.00213385757595201,-0.000990635129314524
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,9,-0.00107894247538487,-0.00189278507768039,-0.000813842602295526
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,10,-0.000943062906612765,-0.00151446045680901,-0.00057139755019625
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,11,-0.000783258711784053,-0.0011161717100268,-0.00033291299824275
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,12,-0.000630386330252785,-0.000768678651643989,-0.000138292321391204
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,13,-0.000501145753236948,-0.000505200621879746,-4.05486864279818e-06
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,14,-0.000401612826619215,-0.000332077329299782,6.95354973194329e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,15,-0.000330821206912958,-0.000238952662058738,9.18685448542201e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,16,-0.000283877633784687,-0.000207228530319686,7.66491034650011e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,17,-0.000254359410416319,-0.000216272337339547,3.80870730767721e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,18,-0.000235942896602958,-0.000247387467156,-1.14445705530412e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,19,-0.000223341406107891,-0.000285874464028281,-6.25330579203907e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,20,-0.00021269829696624,-0.000321655542965843,-0.000108957245999603
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,21,-0.000201600751406592,-0.000348953759394692,-0.0001473530079881
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,22,-0.00018886772024757,-0.000365457929919247,-0.000176590209671677
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,23,-0.000174236109102684,-0.000371305497663607,-0.000197069388560923
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,24,-0.000158033720453057,-0.000368107900491511,-0.000210074180038454
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,25,-0.000140893380293919,-0.000358145879313912,-0.000217252499019993
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,26,-0.000123534440172137,-0.0003437855498638,-0.000220251109691662
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,27,-0.000106617217065354,-0.000327112925596633,-0.000220495708531279
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,28,-9.06628561611984e-05,-0.000309753252091587,-0.000219090395930388
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,29,-7.60244360728619e-05,-0.000292827795689163,-0.000216803359616301
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,30,-6.28932644774682e-05,-0.00027699952856473,-0.000214106264087262
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,31,-5.13255679153576e-05,-0.000262565591416481,-0.000211240023501123
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,32,-4.12777110772788e-05,-0.000249564461178022,-0.000208286750100743
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,33,-3.26415780414922e-05,-0.000237876469576945,-0.000205234891535453
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,34,-2.52750665539515e-05,-0.000227305859925555,-0.000202030793371603
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,35,-1.90253699459512e-05,-0.000217640004859281,-0.00019861463491333
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,36,-1.37446892382051e-05,-0.000208686492539792,-0.000194941803301586
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,37,-9.29924611118432e-06,-0.000200291723267902,-0.000190992477156718
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,38,-5.57307400925623e-06,-0.00019234587822352,-0.000186772804214264
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,39,-2.46821162572328e-06,-0.000184779139243921,-0.000182310927618198
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Debt service pressure,40,9.72255218166171e-08,-0.000177553335447899,-0.000177650560969716
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,1,-0.0105092616405525,-0.0206631154444061,-0.0101538538038536
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,2,-0.00758248369791377,-0.0143380641129084,-0.00675558041499466
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,3,-0.00507589752065395,-0.00895825237256162,-0.00388235485190767
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,4,-0.00301043149628956,-0.0047407206961604,-0.00173028919987084
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,5,-0.0014025527362132,-0.00171079703685281,-0.00030824430063961
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,6,-0.000238814845886476,0.000243123427312711,0.000481938273199187
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,7,0.000526934514348709,0.00131512182292062,0.000788187308571914
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,8,0.000964146900122836,0.00173208019211436,0.000767933291991527
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,9,0.00115236883277764,0.00171475615591837,0.000562387323140734
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,10,0.00116931391335591,0.00145234970832453,0.00028303579496862
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,11,0.00108249723690049,0.00109002139373589,7.52415683540064e-06
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,12,0.000944859503911141,0.000726774125168389,-0.000218085378742752
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,13,0.000793782863240763,0.00042032897334085,-0.000373453889899913
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,14,0.000652483609447557,0.000195749642013063,-0.000456733967434494
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,15,0.00053273563860505,5.51999314779422e-05,-0.000477535707127108
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,16,0.000438054298040391,-1.29681629052331e-05,-0.000451022460945624
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,17,0.000366726038095289,-2.68148643393362e-05,-0.000393540902434625
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,18,0.000314324800457913,-5.48425175728173e-06,-0.000319809052215195
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,19,0.000275568030545056,3.41170194749774e-05,-0.000241451011070079
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,20,0.000245516812905522,7.89611395086709e-05,-0.000166555673396851
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,21,0.00022021627296076,0.000120299905873367,-9.99163670873937e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,22,0.000196913922990136,0.000153267845916585,-4.36460770735503e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,23,0.00017399873196898,0.000176068650806729,2.06991883774932e-06
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,24,0.000150786100590605,0.000189033201098296,3.82471005076906e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,25,0.00012724526037157,0.000193739955650571,6.64946952790013e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,26,0.000103734506718564,0.000192302320176654,8.85678134580903e-05
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,27,8.07816429947289e-05,0.000186860852044834,0.000106079209050106
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,28,5.8924908272695e-05,0.00017927276637543,0.000120347858102735
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,29,3.8614320514857e-05,0.00017096523144268,0.000132350910927823
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,30,2.016429639079e-05,0.000162908364029837,0.000142744067639047
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,31,3.74439576453223e-06,0.000155664000450903,0.000151919604686371
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,32,-1.06053812449353e-05,0.00014947286952266,0.000160078250767595
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,33,-2.29465427795811e-05,0.000144352192163064,0.000167298734942645
scale_development_y150,Y1/Y2 = 1.5,1.5,0.6,0.4,Fiscal space,34,-3.34102839764788e-05,0.000140185449470268,0.000173595733446746
